period,policy,basis,lead_days,workers,absent,present_workers,rate,service_days,arrivals,completed_on_time,completed_late,overdue_unfinished,pending_not_due,on_time_unit_share,target_met,peak_backlog,backlog_unit_days,total_cost
selection,extra2_ot2_temps2,retained,1,8,1,7,40.0,2,148824,147632,1192,0,0,0.9919905391603505,True,4007,24324,208158.0
selection,extra2_ot2_temps2,retained,3,8,1,7,40.0,2,148824,147197,1627,0,0,0.9890676235015857,True,4007,24759,207471.0
selection,extra2_ot2_temps2,retained,1,8,2,6,40.0,2,148824,147020,1804,0,0,0.9878782991990539,True,4279,42829,209904.0
selection,extra2_ot2_temps2,retained,3,8,2,6,40.0,2,148824,146435,2389,0,0,0.983947481588991,True,4279,44658,208791.0
selection,extra2_ot2_temps2,retained,1,8,0,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,207456.0
selection,extra2_ot2_temps2,retained,3,8,0,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,207372.0
selection,extra2_ot2_temps2,retained,1,8,1,7,50.0,2,148824,148812,12,0,0,0.9999193678438961,True,3531,13121,207918.0
selection,extra2_ot2_temps2,retained,3,8,1,7,50.0,2,148824,148268,556,0,0,0.9962640434338548,True,3531,13665,207438.0
selection,extra2_ot2_temps2,retained,1,8,2,6,50.0,2,148824,148047,777,0,0,0.9947790678922754,True,3871,20062,207852.0
selection,extra2_ot2_temps2,retained,3,8,2,6,50.0,2,148824,147503,1321,0,0,0.9911237434822341,True,3871,20606,207372.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,0,8,30.0,2,139006,137094,1912,0,0,0.9862451980490051,True,4278,30400,209424.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,0,8,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4278,31320,208626.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,1,7,30.0,2,139006,136635,2371,0,0,0.9829431823086773,True,4482,55264,211125.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,1,7,30.0,2,139006,135764,3242,0,0,0.9766772657295368,True,4482,59884,209733.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,2,6,30.0,2,139006,135365,3641,0,0,0.9738068860336964,True,4686,89295,217809.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,2,6,30.0,2,139006,132834,6172,0,0,0.9555990388904076,True,4686,100734,214485.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,0,8,40.0,2,139006,138427,579,0,0,0.9958347121706976,True,3734,11457,207984.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,0,8,40.0,2,139006,137992,1014,0,0,0.9927053508481648,True,3734,11892,207504.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,1,7,40.0,2,139006,137815,1191,0,0,0.9914320245169274,True,4006,16929,207918.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,1,7,40.0,2,139006,137380,1626,0,0,0.9883026631943945,True,4006,17364,207438.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,2,6,40.0,2,139006,137203,1803,0,0,0.987029336863157,True,4278,30291,209052.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,2,6,40.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4278,31320,208230.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,0,8,50.0,2,139006,139006,0,0,0,1.0,True,3190,6018,207456.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,0,8,50.0,2,139006,139006,0,0,0,1.0,True,3190,6018,207372.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,1,7,50.0,2,139006,138995,11,0,0,0.9999208667251773,True,3530,8213,207918.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,1,7,50.0,2,139006,138451,555,0,0,0.9960073665884925,True,3530,8757,207438.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,1,8,2,6,50.0,2,139006,138230,776,0,0,0.9944175071579644,True,3870,13759,207852.0
selection,extra2_ot2_temps2,deduplicated_sensitivity,3,8,2,6,50.0,2,139006,137686,1320,0,0,0.9905040070212796,True,3870,14303,207372.0
selection,extra2_ot2_temps4,retained,1,8,0,8,30.0,2,148824,147237,1587,0,0,0.9893363973552652,True,4279,42666,210624.0
selection,extra2_ot2_temps4,retained,3,8,0,8,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4279,44675,209352.0
selection,extra2_ot2_temps4,retained,1,8,1,7,30.0,2,148824,146778,2046,0,0,0.9862522173842928,True,4483,70399,215787.0
selection,extra2_ot2_temps4,retained,3,8,1,7,30.0,2,148824,144676,4148,0,0,0.9721281513734344,True,4483,80405,211713.0
selection,extra2_ot2_temps4,retained,1,8,2,6,30.0,2,148824,145627,3197,0,0,0.9785182497446648,True,4687,101937,227112.0
selection,extra2_ot2_temps4,retained,3,8,2,6,30.0,2,148824,136045,12779,0,0,0.9141334730957372,False,4687,133524,219552.0
selection,extra2_ot2_temps4,retained,1,8,0,8,40.0,2,148824,148679,145,0,0,0.9990256947804118,True,3735,16666,208464.0
selection,extra2_ot2_temps4,retained,3,8,0,8,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3735,17536,207504.0
selection,extra2_ot2_temps4,retained,1,8,1,7,40.0,2,148824,148067,757,0,0,0.9949134548191152,True,4007,23889,208638.0
selection,extra2_ot2_temps4,retained,3,8,1,7,40.0,2,148824,147197,1627,0,0,0.9890676235015857,True,4007,24759,207471.0
selection,extra2_ot2_temps4,retained,1,8,2,6,40.0,2,148824,147455,1369,0,0,0.9908012148578186,True,4279,42394,210252.0
selection,extra2_ot2_temps4,retained,3,8,2,6,40.0,2,148824,146435,2389,0,0,0.983947481588991,True,4279,44658,208791.0
selection,extra2_ot2_temps4,retained,1,8,0,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,207456.0
selection,extra2_ot2_temps4,retained,3,8,0,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,207372.0
selection,extra2_ot2_temps4,retained,1,8,1,7,50.0,2,148824,148824,0,0,0,1.0,True,3531,13109,208002.0
selection,extra2_ot2_temps4,retained,3,8,1,7,50.0,2,148824,148268,556,0,0,0.9962640434338548,True,3531,13665,207438.0
selection,extra2_ot2_temps4,retained,1,8,2,6,50.0,2,148824,148591,233,0,0,0.9984343923023168,True,3871,19518,208332.0
selection,extra2_ot2_temps4,retained,3,8,2,6,50.0,2,148824,147503,1321,0,0,0.9911237434822341,True,3871,20606,207372.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,0,8,30.0,2,139006,137420,1586,0,0,0.988590420557386,True,4278,30074,209424.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,0,8,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4278,31320,208626.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,1,7,30.0,2,139006,136961,2045,0,0,0.9852884048170583,True,4482,54049,211758.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,1,7,30.0,2,139006,135764,3242,0,0,0.9766772657295368,True,4482,59884,209733.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,2,6,30.0,2,139006,136343,2663,0,0,0.9808425535588392,True,4686,83933,219600.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,2,6,30.0,2,139006,132913,6093,0,0,0.9561673596823159,True,4686,100247,214767.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,0,8,40.0,2,139006,138862,144,0,0,0.9989640734932305,True,3734,11022,208464.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,0,8,40.0,2,139006,137992,1014,0,0,0.9927053508481648,True,3734,11892,207504.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,1,7,40.0,2,139006,138250,756,0,0,0.9945613858394602,True,4006,16494,208398.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,1,7,40.0,2,139006,137380,1626,0,0,0.9883026631943945,True,4006,17364,207438.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,2,6,40.0,2,139006,137638,1368,0,0,0.9901586981856898,True,4278,29856,209292.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,2,6,40.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4278,31320,208230.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,0,8,50.0,2,139006,139006,0,0,0,1.0,True,3190,6018,207456.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,0,8,50.0,2,139006,139006,0,0,0,1.0,True,3190,6018,207372.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,1,7,50.0,2,139006,139006,0,0,0,1.0,True,3530,8202,208002.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,1,7,50.0,2,139006,138451,555,0,0,0.9960073665884925,True,3530,8757,207438.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,1,8,2,6,50.0,2,139006,138774,232,0,0,0.9983310072946492,True,3870,13215,208332.0
selection,extra2_ot2_temps4,deduplicated_sensitivity,3,8,2,6,50.0,2,139006,137686,1320,0,0,0.9905040070212796,True,3870,14303,207372.0
selection,extra3_ot0_temps0,retained,1,9,0,9,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4075,29955,232848.0
selection,extra3_ot0_temps0,retained,3,9,0,9,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4075,29955,232848.0
selection,extra3_ot0_temps0,retained,1,9,1,8,30.0,2,148824,145024,3800,0,0,0.9744664839004462,True,4279,51637,232848.0
selection,extra3_ot0_temps0,retained,3,9,1,8,30.0,2,148824,145024,3800,0,0,0.9744664839004462,True,4279,51637,232848.0
selection,extra3_ot0_temps0,retained,1,9,2,7,30.0,2,148824,139847,8977,0,0,0.939680427887975,False,4483,96410,232848.0
selection,extra3_ot0_temps0,retained,3,9,2,7,30.0,2,148824,139847,8977,0,0,0.939680427887975,False,4483,96410,232848.0
selection,extra3_ot0_temps0,retained,1,9,0,9,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3463,13313,232848.0
selection,extra3_ot0_temps0,retained,3,9,0,9,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3463,13313,232848.0
selection,extra3_ot0_temps0,retained,1,9,1,8,40.0,2,148824,147265,1559,0,0,0.989524539052841,True,3735,18080,232848.0
selection,extra3_ot0_temps0,retained,3,9,1,8,40.0,2,148824,147265,1559,0,0,0.989524539052841,True,3735,18080,232848.0
selection,extra3_ot0_temps0,retained,1,9,2,7,40.0,2,148824,146707,2117,0,0,0.9857751437940118,True,4007,25860,232848.0
selection,extra3_ot0_temps0,retained,3,9,2,7,40.0,2,148824,146707,2117,0,0,0.9857751437940118,True,4007,25860,232848.0
selection,extra3_ot0_temps0,retained,1,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot0_temps0,retained,3,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot0_temps0,retained,1,9,1,8,50.0,2,148824,148353,471,0,0,0.9968351878729237,True,3191,10083,232848.0
selection,extra3_ot0_temps0,retained,3,9,1,8,50.0,2,148824,148353,471,0,0,0.9968351878729237,True,3191,10083,232848.0
selection,extra3_ot0_temps0,retained,1,9,2,7,50.0,2,148824,147673,1151,0,0,0.992266032360372,True,3531,14260,232848.0
selection,extra3_ot0_temps0,retained,3,9,2,7,50.0,2,148824,147673,1151,0,0,0.992266032360372,True,3531,14260,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,0,9,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4074,21459,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,0,9,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4074,21459,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,1,8,30.0,2,139006,135917,3089,0,0,0.9777779376429795,True,4278,36088,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,1,8,30.0,2,139006,135917,3089,0,0,0.9777779376429795,True,4278,36088,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,2,7,30.0,2,139006,133627,5379,0,0,0.9613038286117146,True,4482,67558,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,2,7,30.0,2,139006,133627,5379,0,0,0.9613038286117146,True,4482,67558,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,0,9,40.0,2,139006,137992,1014,0,0,0.9927053508481648,True,3462,8630,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,0,9,40.0,2,139006,137992,1014,0,0,0.9927053508481648,True,3462,8630,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,1,8,40.0,2,139006,137448,1558,0,0,0.9887918507114801,True,3734,12436,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,1,8,40.0,2,139006,137448,1558,0,0,0.9887918507114801,True,3734,12436,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,2,7,40.0,2,139006,136904,2102,0,0,0.9848783505747953,True,4006,18434,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,2,7,40.0,2,139006,136904,2102,0,0,0.9848783505747953,True,4006,18434,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,0,9,50.0,2,139006,139006,0,0,0,1.0,True,2850,4658,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,0,9,50.0,2,139006,139006,0,0,0,1.0,True,2850,4658,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,1,8,50.0,2,139006,138536,470,0,0,0.9966188509848496,True,3190,6488,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,1,8,50.0,2,139006,138536,470,0,0,0.9966188509848496,True,3190,6488,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,1,9,2,7,50.0,2,139006,137856,1150,0,0,0.9917269758139936,True,3530,9352,232848.0
selection,extra3_ot0_temps0,deduplicated_sensitivity,3,9,2,7,50.0,2,139006,137856,1150,0,0,0.9917269758139936,True,3530,9352,232848.0
selection,extra3_ot0_temps2,retained,1,9,0,9,30.0,2,148824,146911,1913,0,0,0.9871458904477772,True,4075,28111,233808.0
selection,extra3_ot0_temps2,retained,3,9,0,9,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4075,29955,232848.0
selection,extra3_ot0_temps2,retained,1,9,1,8,30.0,2,148824,146271,2553,0,0,0.982845508788905,True,4279,45657,235488.0
selection,extra3_ot0_temps2,retained,3,9,1,8,30.0,2,148824,145024,3800,0,0,0.9744664839004462,True,4279,51637,232848.0
selection,extra3_ot0_temps2,retained,1,9,2,7,30.0,2,148824,144561,4263,0,0,0.9713554265441058,True,4483,80301,237888.0
selection,extra3_ot0_temps2,retained,3,9,2,7,30.0,2,148824,140045,8779,0,0,0.9410108584636887,False,4483,95634,233328.0
selection,extra3_ot0_temps2,retained,1,9,0,9,40.0,2,148824,148244,580,0,0,0.996102779121647,True,3463,12878,233328.0
selection,extra3_ot0_temps2,retained,3,9,0,9,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3463,13313,232848.0
selection,extra3_ot0_temps2,retained,1,9,1,8,40.0,2,148824,147700,1124,0,0,0.9924474547116057,True,3735,17645,233328.0
selection,extra3_ot0_temps2,retained,3,9,1,8,40.0,2,148824,147265,1559,0,0,0.989524539052841,True,3735,18080,232848.0
selection,extra3_ot0_temps2,retained,1,9,2,7,40.0,2,148824,147156,1668,0,0,0.9887921303015642,True,4007,24800,233568.0
selection,extra3_ot0_temps2,retained,3,9,2,7,40.0,2,148824,146707,2117,0,0,0.9857751437940118,True,4007,25860,232848.0
selection,extra3_ot0_temps2,retained,1,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot0_temps2,retained,3,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot0_temps2,retained,1,9,1,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,233328.0
selection,extra3_ot0_temps2,retained,3,9,1,8,50.0,2,148824,148353,471,0,0,0.9968351878729237,True,3191,10083,232848.0
selection,extra3_ot0_temps2,retained,1,9,2,7,50.0,2,148824,148217,607,0,0,0.9959213567704134,True,3531,13716,233328.0
selection,extra3_ot0_temps2,retained,3,9,2,7,50.0,2,148824,147673,1151,0,0,0.992266032360372,True,3531,14260,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,0,9,30.0,2,139006,137094,1912,0,0,0.9862451980490051,True,4074,19927,233568.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,0,9,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4074,21459,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,1,8,30.0,2,139006,136686,2320,0,0,0.9833100729464915,True,4278,31901,234768.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,1,8,30.0,2,139006,135917,3089,0,0,0.9777779376429795,True,4278,36088,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,2,7,30.0,2,139006,135671,3335,0,0,0.9760082298605816,True,4482,60293,235488.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,2,7,30.0,2,139006,133823,5183,0,0,0.962713839690373,True,4482,66785,233328.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,0,9,40.0,2,139006,138427,579,0,0,0.9958347121706976,True,3462,8195,233328.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,0,9,40.0,2,139006,137992,1014,0,0,0.9927053508481648,True,3462,8630,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,1,8,40.0,2,139006,137883,1123,0,0,0.991921212034013,True,3734,12001,233328.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,1,8,40.0,2,139006,137448,1558,0,0,0.9887918507114801,True,3734,12436,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,2,7,40.0,2,139006,137339,1667,0,0,0.9880077118973282,True,4006,17405,233328.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,2,7,40.0,2,139006,136904,2102,0,0,0.9848783505747953,True,4006,18434,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,0,9,50.0,2,139006,139006,0,0,0,1.0,True,2850,4658,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,0,9,50.0,2,139006,139006,0,0,0,1.0,True,2850,4658,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,1,8,50.0,2,139006,139006,0,0,0,1.0,True,3190,6018,233328.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,1,8,50.0,2,139006,138536,470,0,0,0.9966188509848496,True,3190,6488,232848.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,1,9,2,7,50.0,2,139006,138400,606,0,0,0.9956404759506784,True,3530,8808,233328.0
selection,extra3_ot0_temps2,deduplicated_sensitivity,3,9,2,7,50.0,2,139006,137856,1150,0,0,0.9917269758139936,True,3530,9352,232848.0
selection,extra3_ot0_temps4,retained,1,9,0,9,30.0,2,148824,147237,1587,0,0,0.9893363973552652,True,4075,27785,234048.0
selection,extra3_ot0_temps4,retained,3,9,0,9,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4075,29955,232848.0
selection,extra3_ot0_temps4,retained,1,9,1,8,30.0,2,148824,146829,1995,0,0,0.9865949040477342,True,4279,43074,236688.0
selection,extra3_ot0_temps4,retained,3,9,1,8,30.0,2,148824,145024,3800,0,0,0.9744664839004462,True,4279,51637,232848.0
selection,extra3_ot0_temps4,retained,1,9,2,7,30.0,2,148824,146107,2717,0,0,0.981743535988819,True,4483,73467,240768.0
selection,extra3_ot0_temps4,retained,3,9,2,7,30.0,2,148824,140045,8779,0,0,0.9410108584636887,False,4483,95634,233328.0
selection,extra3_ot0_temps4,retained,1,9,0,9,40.0,2,148824,148679,145,0,0,0.9990256947804118,True,3463,12443,233808.0
selection,extra3_ot0_temps4,retained,3,9,0,9,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3463,13313,232848.0
selection,extra3_ot0_temps4,retained,1,9,1,8,40.0,2,148824,148135,689,0,0,0.9953703703703703,True,3735,17210,233808.0
selection,extra3_ot0_temps4,retained,3,9,1,8,40.0,2,148824,147265,1559,0,0,0.989524539052841,True,3735,18080,232848.0
selection,extra3_ot0_temps4,retained,1,9,2,7,40.0,2,148824,147591,1233,0,0,0.991715045960329,True,4007,24365,234048.0
selection,extra3_ot0_temps4,retained,3,9,2,7,40.0,2,148824,146707,2117,0,0,0.9857751437940118,True,4007,25860,232848.0
selection,extra3_ot0_temps4,retained,1,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot0_temps4,retained,3,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot0_temps4,retained,1,9,1,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,233328.0
selection,extra3_ot0_temps4,retained,3,9,1,8,50.0,2,148824,148353,471,0,0,0.9968351878729237,True,3191,10083,232848.0
selection,extra3_ot0_temps4,retained,1,9,2,7,50.0,2,148824,148761,63,0,0,0.9995766811804547,True,3531,13172,233808.0
selection,extra3_ot0_temps4,retained,3,9,2,7,50.0,2,148824,147673,1151,0,0,0.992266032360372,True,3531,14260,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,0,9,30.0,2,139006,137420,1586,0,0,0.988590420557386,True,4074,19601,233808.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,0,9,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4074,21459,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,1,8,30.0,2,139006,137012,1994,0,0,0.9856552954548724,True,4278,30482,235488.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,1,8,30.0,2,139006,135917,3089,0,0,0.9777779376429795,True,4278,36088,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,2,7,30.0,2,139006,136604,2402,0,0,0.9827201703523589,True,4482,55543,237168.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,2,7,30.0,2,139006,133823,5183,0,0,0.962713839690373,True,4482,66785,233328.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,0,9,40.0,2,139006,138862,144,0,0,0.9989640734932305,True,3462,7760,233808.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,0,9,40.0,2,139006,137992,1014,0,0,0.9927053508481648,True,3462,8630,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,1,8,40.0,2,139006,138318,688,0,0,0.9950505733565458,True,3734,11566,233808.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,1,8,40.0,2,139006,137448,1558,0,0,0.9887918507114801,True,3734,12436,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,2,7,40.0,2,139006,137774,1232,0,0,0.991137073219861,True,4006,16970,233808.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,2,7,40.0,2,139006,136904,2102,0,0,0.9848783505747953,True,4006,18434,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,0,9,50.0,2,139006,139006,0,0,0,1.0,True,2850,4658,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,0,9,50.0,2,139006,139006,0,0,0,1.0,True,2850,4658,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,1,8,50.0,2,139006,139006,0,0,0,1.0,True,3190,6018,233328.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,1,8,50.0,2,139006,138536,470,0,0,0.9966188509848496,True,3190,6488,232848.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,1,9,2,7,50.0,2,139006,138944,62,0,0,0.9995539760873632,True,3530,8264,233808.0
selection,extra3_ot0_temps4,deduplicated_sensitivity,3,9,2,7,50.0,2,139006,137856,1150,0,0,0.9917269758139936,True,3530,9352,232848.0
selection,extra3_ot2_temps0,retained,1,9,0,9,30.0,2,148824,147044,1780,0,0,0.9880395635112617,True,4075,27978,233640.0
selection,extra3_ot2_temps0,retained,3,9,0,9,30.0,2,148824,147044,1780,0,0,0.9880395635112617,True,4075,27978,233640.0
selection,extra3_ot2_temps0,retained,1,9,1,8,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4279,44675,235224.0
selection,extra3_ot2_temps0,retained,3,9,1,8,30.0,2,148824,146435,2389,0,0,0.983947481588991,True,4279,44675,235224.0
selection,extra3_ot2_temps0,retained,1,9,2,7,30.0,2,148824,144676,4148,0,0,0.9721281513734344,True,4483,80731,237105.0
selection,extra3_ot2_temps0,retained,3,9,2,7,30.0,2,148824,144676,4148,0,0,0.9721281513734344,True,4483,80731,237105.0
selection,extra3_ot2_temps0,retained,1,9,0,9,40.0,2,148824,148421,403,0,0,0.9972921034241788,True,3463,12701,233442.0
selection,extra3_ot2_temps0,retained,3,9,0,9,40.0,2,148824,148421,403,0,0,0.9972921034241788,True,3463,12701,233442.0
selection,extra3_ot2_temps0,retained,1,9,1,8,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3735,17536,233376.0
selection,extra3_ot2_temps0,retained,3,9,1,8,40.0,2,148824,147809,1015,0,0,0.9931798634628823,True,3735,17536,233376.0
selection,extra3_ot2_temps0,retained,1,9,2,7,40.0,2,148824,147197,1627,0,0,0.9890676235015857,True,4007,24759,233343.0
selection,extra3_ot2_temps0,retained,3,9,2,7,40.0,2,148824,147197,1627,0,0,0.9890676235015857,True,4007,24759,233343.0
selection,extra3_ot2_temps0,retained,1,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot2_temps0,retained,3,9,0,9,50.0,2,148824,148824,0,0,0,1.0,True,2851,7189,232848.0
selection,extra3_ot2_temps0,retained,1,9,1,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,233244.0
selection,extra3_ot2_temps0,retained,3,9,1,8,50.0,2,148824,148824,0,0,0,1.0,True,3191,9612,233244.0
selection,extra3_ot2_temps0,retained,1,9,2,7,50.0,2,148824,148268,556,0,0,0.9962640434338548,True,3531,13665,233310.0
selection,extra3_ot2_temps0,retained,3,9,2,7,50.0,2,148824,148268,556,0,0,0.9962640434338548,True,3531,13665,233310.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,1,9,0,9,30.0,2,139006,137227,1779,0,0,0.9872019912809519,True,4074,19794,233442.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,3,9,0,9,30.0,2,139006,137227,1779,0,0,0.9872019912809519,True,4074,19794,233442.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,1,9,1,8,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4278,31320,234498.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,3,9,1,8,30.0,2,139006,136768,2238,0,0,0.9838999755406241,True,4278,31320,234498.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,1,9,2,7,30.0,2,139006,135764,3242,0,0,0.9766772657295368,True,4482,60210,235125.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,3,9,2,7,30.0,2,139006,135764,3242,0,0,0.9766772657295368,True,4482,60210,235125.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,1,9,0,9,40.0,2,139006,138604,402,0,0,0.9971080385019352,True,3462,8018,233442.0
selection,extra3_ot2_temps0,deduplicated_sensitivity,3,9,0,9,40.0,2,139006,138604,402,0,0,0.9971080385019352,True,3462,8018,233442.0
